legacyId,name,description,mainImage,published,finishLegacyId,finishName,finishImage,price,costPrice,sourceVendor,sourceSku,sourceUrl,sourceProductId,sourcePriceRsd,inStock
europrofil-o04d0006617,"ORN D ruč.drveno 11,lak",Europrofil art. O04D0006617,https://www.europrofil.rs/upload/compres/1681109931.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1681109931.webp,80,0,europrofil,O04D0006617,https://www.europrofil.rs/proizvod/orn-d-ru%C4%8Ddrveno-11lak-6617,20191,80.00,true
europrofil-o04a0008041,ORN N 128 ruč.UA-313 mat GTV,Europrofil art. O04A0008041,https://www.europrofil.rs/upload/Product/Image/2020-09/compres/8041%20ORN%20N%20128%20ru%C4%8D.UA-313%20mat%20GTV.webp,true,mat,Mat,https://www.europrofil.rs/upload/Product/Image/2020-09/compres/8041%20ORN%20N%20128%20ru%C4%8D.UA-313%20mat%20GTV.webp,258,0,europrofil,O04A0008041,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8Dua-313-mat-gtv-8041,20737,258.00,true
europrofil-o04d0009088,ORN D ruč.GZ-UDINE crna GTV,Europrofil art. O04D0009088,https://www.europrofil.rs/upload/compres/1653486441.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1653486441.webp,130,0,europrofil,O04D0009088,https://www.europrofil.rs/proizvod/orn-d-ru%C4%8D.gz-udine-crna-gtv,21146,129.60,true
europrofil-o04a0008926,ORN N 96 ruč.PENA T crna MT,Europrofil art. O04A0008926,https://www.europrofil.rs/upload/compres/1654172840.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654172840.webp,227,0,europrofil,O04A0008926,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.pena-t-crna-mt,21188,226.80,true
europrofil-o04a0008927,ORN N 96 ruč.PENA T bela MT,Europrofil art. O04A0008927,https://www.europrofil.rs/upload/compres/1654172940.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654172940.webp,189,0,europrofil,O04A0008927,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.pena-t-bela-mt,21189,189.00,true
europrofil-o04a0008928,ORN N 96 ruč.LADA L crna MT,Europrofil art. O04A0008928,https://www.europrofil.rs/upload/compres/1654173036.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654173036.webp,198,0,europrofil,O04A0008928,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.lada-l-crna-mt,21190,198.00,true
europrofil-o04a0008929,ORN N 96 ruč.LADA L bela MT,Europrofil art. O04A0008929,https://www.europrofil.rs/upload/compres/1654173188.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654173188.webp,198,0,europrofil,O04A0008929,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.lada-l-bela-mt,21191,198.00,true
europrofil-o04a0008930,8930 ORN N 128 ruč.PENA T crna MT,Europrofil art. O04A0008930,https://www.europrofil.rs/upload/compres/1654173334.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654173334.webp,242,0,europrofil,O04A0008930,https://www.europrofil.rs/proizvod/8930---orn-n-128-ru%C4%8D.pena-t-crna-mt,21192,242.40,true
europrofil-o04a0008931,ORN N 128 ruč.PENA T bela MT,Europrofil art. O04A0008931,https://www.europrofil.rs/upload/compres/1654173467.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654173467.webp,242,0,europrofil,O04A0008931,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.pena-t-bela-mt,21193,242.40,true
europrofil-o04a0008932,ORN N 128 ruč.LADA L crna MT,Europrofil art. O04A0008932,https://www.europrofil.rs/upload/compres/1654173567.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654173567.webp,252,0,europrofil,O04A0008932,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.lada-l-crna-mt,21194,252.00,true
europrofil-o04a0008933,ORN N 128 ruč.LADA L bela MT,Europrofil art. O04A0008933,https://www.europrofil.rs/upload/compres/1654173668.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654173668.webp,252,0,europrofil,O04A0008933,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.lada-l-bela-mt,21195,252.00,true
europrofil-o04a0008934,ORN N 160 ruč.PENA T crna MT,Europrofil art. O04A0008934,https://www.europrofil.rs/upload/compres/1654173778.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654173778.webp,276,0,europrofil,O04A0008934,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.pena-t-crna-mt,21196,276.00,true
europrofil-o04a0008935,ORN N 160 ruč.PENA T bela MT,Europrofil art. O04A0008935,https://www.europrofil.rs/upload/compres/1654173885.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654173885.webp,276,0,europrofil,O04A0008935,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.pena-t-bela-mt,21197,276.00,true
europrofil-o04a0008936,ORN N 160 ruč.LADA L crna MT,Europrofil art. O04A0008936,https://www.europrofil.rs/upload/compres/1654173980.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654173980.webp,294,0,europrofil,O04A0008936,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.lada-l-crna-mt,21198,294.00,true
europrofil-o04a0008937,ORN N 160 ruč.LADA L bela MT,Europrofil art. O04A0008937,https://www.europrofil.rs/upload/compres/1654174079.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654174079.webp,294,0,europrofil,O04A0008937,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.lada-l-bela-mt,21199,294.00,true
europrofil-o04a0008938,ORN N 192 ruč.PENA T crna MT,Europrofil art. O04A0008938,https://www.europrofil.rs/upload/compres/1654174182.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654174182.webp,325,0,europrofil,O04A0008938,https://www.europrofil.rs/proizvod/orn-n-192-ru%C4%8D.pena-t-crna-mt,21200,325.20,false
europrofil-o04a0008939,ORN N 192 ruč.PENA T bela MT,Europrofil art. O04A0008939,https://www.europrofil.rs/upload/compres/1654174269.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654174269.webp,325,0,europrofil,O04A0008939,https://www.europrofil.rs/proizvod/orn-n-192-ru%C4%8D.pena-t-bela-mt,21201,325.20,true
europrofil-o04a0008940,ORN N 192 ruč.LADA L crna MT,Europrofil art. O04A0008940,https://www.europrofil.rs/upload/compres/1654174366.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654174366.webp,348,0,europrofil,O04A0008940,https://www.europrofil.rs/proizvod/orn-n-192-ru%C4%8D.lada-l-crna-mt,21202,348.00,true
europrofil-o04a0008941,ORN N 192 ruč.LADA L bela MT,Europrofil art. O04A0008941,https://www.europrofil.rs/upload/compres/1654174458.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654174458.webp,348,0,europrofil,O04A0008941,https://www.europrofil.rs/proizvod/orn-n-192-ru%C4%8D.lada-l-bela-mt,21203,348.00,true
europrofil-o04a0008942,ORN N 256 ruč.PENA T crna MT,Europrofil art. O04A0008942,https://www.europrofil.rs/upload/compres/1654174552.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654174552.webp,418,0,europrofil,O04A0008942,https://www.europrofil.rs/proizvod/orn-n-256-ru%C4%8D.pena-t-crna-mt,21204,417.60,true
europrofil-o04a0008943,ORN N 256 ruč.PENA T bela MT,Europrofil art. O04A0008943,https://www.europrofil.rs/upload/compres/1654174642.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654174642.webp,418,0,europrofil,O04A0008943,https://www.europrofil.rs/proizvod/orn-n-256-ru%C4%8D.pena-t-bela-mt,21205,417.60,true
europrofil-o04a0008944,ORN N 256 ruč.LADA L crna MT,Europrofil art. O04A0008944,https://www.europrofil.rs/upload/compres/1654174717.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1654174717.webp,456,0,europrofil,O04A0008944,https://www.europrofil.rs/proizvod/orn-n-256-ru%C4%8D.lada-l-crna-mt,21206,456.00,true
europrofil-o04a0008945,ORN N 256 ruč.LADA L bela MT,Europrofil art. O04A0008945,https://www.europrofil.rs/upload/compres/1654174807.webp,true,bela,Bela,https://www.europrofil.rs/upload/compres/1654174807.webp,456,0,europrofil,O04A0008945,https://www.europrofil.rs/proizvod/orn-n-256-ru%C4%8D.lada-l-bela-mt,21207,456.00,true
europrofil-o04a0007167,ORN N 160 ruč.SY4025 CR TM,Europrofil art. O04A0007167,https://www.europrofil.rs/upload/compres/1694681429.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1694681429.webp,720,0,europrofil,O04A0007167,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.sy4025-cr-tm,22366,720.00,true
europrofil-o04a0007168,ORN N 224 ruč.SY4025 CR TM,Europrofil art. O04A0007168,https://www.europrofil.rs/upload/compres/1694681660.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1694681660.webp,1098,0,europrofil,O04A0007168,https://www.europrofil.rs/proizvod/orn-n-224-ru%C4%8D.sy4025-cr-tm,22367,1098.00,true
europrofil-o04a0010509,ORN N 224 ruč.MODEL 395 CM EK,Europrofil art. O04A0010509,https://www.europrofil.rs/upload/compres/1695111854.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1695111854.webp,640,0,europrofil,O04A0010509,https://www.europrofil.rs/proizvod/orn-n-224-ru%C4%8D.model-395-cm-ek,22370,640.00,true
europrofil-o04a0010511,ORN N 224 ruč.MODEL 395 ZM EK,Europrofil art. O04A0010511,https://www.europrofil.rs/upload/compres/1695111901.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1695111901.webp,640,0,europrofil,O04A0010511,https://www.europrofil.rs/proizvod/orn-n-224-ru%C4%8D.model-395-zm-ek,22371,640.00,true
europrofil-o04a0010510,ORN N 320 ruč.MODEL 395 CM EK,Europrofil art. O04A0010510,https://www.europrofil.rs/upload/compres/1695111925.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1695111925.webp,810,0,europrofil,O04A0010510,https://www.europrofil.rs/proizvod/orn-n-320-ru%C4%8D.model-395-cm-ek,22372,810.00,true
europrofil-o04a0010512,ORN N 320 ruč.MODEL 395 ZM EK,Europrofil art. O04A0010512,https://www.europrofil.rs/upload/compres/1695111968.webp,true,standard,Standard,https://www.europrofil.rs/upload/compres/1695111968.webp,755,0,europrofil,O04A0010512,https://www.europrofil.rs/proizvod/orn-n-320-ru%C4%8D.model-395-zm-ek,22373,755.00,true
europrofil-o04a0012270,ORN N 128 ruč.ZA30065 crna EN,Europrofil art. O04A0012270,https://www.europrofil.rs/upload/compres/1742386334.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386334.webp,364,0,europrofil,O04A0012270,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.za30065-crna-en,23224,363.60,true
europrofil-o04a0012271,ORN N 128 ruč.ZA30065 zlato EN,Europrofil art. O04A0012271,https://www.europrofil.rs/upload/compres/1742386357.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386357.webp,444,0,europrofil,O04A0012271,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.za30065-zlato-en,23225,444.00,true
europrofil-o04a0012273,ORN N 96 ruč.ZA30017 inox EN,Europrofil art. O04A0012273,https://www.europrofil.rs/upload/compres/1742386415.webp,true,inox,Inox,https://www.europrofil.rs/upload/compres/1742386415.webp,264,0,europrofil,O04A0012273,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.za30017-inox-en,23227,264.00,true
europrofil-o04a0012274,ORN N 96 ruč.ZA30017 crna EN,Europrofil art. O04A0012274,https://www.europrofil.rs/upload/compres/1742386431.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386431.webp,198,0,europrofil,O04A0012274,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.za30017-crna-en,23228,198.00,true
europrofil-o04a0012275,ORN N 96 ruč.ZA30017 zlato EN,Europrofil art. O04A0012275,https://www.europrofil.rs/upload/compres/1742386451.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386451.webp,282,0,europrofil,O04A0012275,https://www.europrofil.rs/proizvod/orn-n--96-ru%C4%8D.za30017-zlato-en,23229,282.00,true
europrofil-o04a0012276,ORN N 128 ruč.ZA30017 inox EN,Europrofil art. O04A0012276,https://www.europrofil.rs/upload/compres/1742386467.webp,true,inox,Inox,https://www.europrofil.rs/upload/compres/1742386467.webp,318,0,europrofil,O04A0012276,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.za30017-inox-en,23230,318.00,true
europrofil-o04a0012277,ORN N 128 ruč.ZA30017 crna EN,Europrofil art. O04A0012277,https://www.europrofil.rs/upload/compres/1742386483.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386483.webp,234,0,europrofil,O04A0012277,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.za30017-crna-en,23231,234.00,true
europrofil-o04a0012278,ORN N 128 ruč.ZA30017 zlato EN,Europrofil art. O04A0012278,https://www.europrofil.rs/upload/compres/1742386499.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386499.webp,342,0,europrofil,O04A0012278,https://www.europrofil.rs/proizvod/orn-n-128-ru%C4%8D.za30017-zlato-en,23232,342.00,true
europrofil-o04a0012279,ORN N 160 ruč.ZA30017 inox EN,Europrofil art. O04A0012279,https://www.europrofil.rs/upload/compres/1742386517.webp,true,inox,Inox,https://www.europrofil.rs/upload/compres/1742386517.webp,366,0,europrofil,O04A0012279,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.za30017-inox-en,23233,366.00,true
europrofil-o04a0012280,ORN N 160 ruč.ZA30017 crna EN,Europrofil art. O04A0012280,https://www.europrofil.rs/upload/compres/1742386532.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386532.webp,270,0,europrofil,O04A0012280,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.za30017-crna-en,23234,270.00,true
europrofil-o04a0012281,ORN N 160 ruč.ZA30017 zlato EN,Europrofil art. O04A0012281,https://www.europrofil.rs/upload/compres/1742386547.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386547.webp,390,0,europrofil,O04A0012281,https://www.europrofil.rs/proizvod/orn-n-160-ru%C4%8D.za30017-zlato-en,23235,390.00,true
europrofil-o04a0012282,ORN N 320 ruč.ZA30017 inox EN,Europrofil art. O04A0012282,https://www.europrofil.rs/upload/compres/1742386562.webp,true,inox,Inox,https://www.europrofil.rs/upload/compres/1742386562.webp,780,0,europrofil,O04A0012282,https://www.europrofil.rs/proizvod/orn-n-320-ru%C4%8D.za30017-inox-en,23236,780.00,true
europrofil-o04a0012283,ORN N 320 ruč.ZA30017 crna EN,Europrofil art. O04A0012283,https://www.europrofil.rs/upload/compres/1742386577.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386577.webp,468,0,europrofil,O04A0012283,https://www.europrofil.rs/proizvod/orn-n-320-ru%C4%8D.za30017-crna-en,23237,468.00,true
europrofil-o04a0012284,ORN N 320 ruč.ZA30017 zlato EN,Europrofil art. O04A0012284,https://www.europrofil.rs/upload/compres/1742386591.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386591.webp,792,0,europrofil,O04A0012284,https://www.europrofil.rs/proizvod/orn-n-320-ru%C4%8D.za30017-zlato-en,23238,792.00,true
europrofil-o04d0012268,ORN D ruč.ZA30216 zlato EN,Europrofil art. O04D0012268,https://www.europrofil.rs/upload/compres/1742386619.webp,true,zlato,Zlato,https://www.europrofil.rs/upload/compres/1742386619.webp,204,0,europrofil,O04D0012268,https://www.europrofil.rs/proizvod/orn-d-ru%C4%8D.za30216-zlato-en,23239,204.00,true
europrofil-o04d0012269,ORN D ruč.ZA30216 crna EN,Europrofil art. O04D0012269,https://www.europrofil.rs/upload/compres/1742386659.webp,true,crna,Crna,https://www.europrofil.rs/upload/compres/1742386659.webp,156,0,europrofil,O04D0012269,https://www.europrofil.rs/proizvod/orn-d-ru%C4%8D.za30216-crna-en,23240,156.00,true
